"loc_id","crd_id","lat","long","elevation_wc25","koeppen","country","continent","koeppen_gr"
"l_997",997,-26.11336063,28.07199196,1592,"Temperate - Dry winter - Warm summer","South Africa","Africa","Temperate"
"l_998",998,-26.005933,27.565608,1524,"Temperate - Dry winter - Warm summer","South Africa","Africa","Temperate"
"l_999",999,-26.146222,28.019028,1620,"Temperate - Dry winter - Warm summer","South Africa","Africa","Temperate"
"l_1000",1000,-26.159333,28.004361,1620,"Temperate - Dry winter - Warm summer","South Africa","Africa","Temperate"
"l_1001",1001,-26.15475371,27.97114508,1642,"Temperate - Dry winter - Warm summer","South Africa","Africa","Temperate"
"l_1002",1002,13.0133,103.621,8,"Tropical Savannah","Cambodia","Asia","Tropical"
"l_1003",1003,19.90248385,75.32643772,586,"Tropical Savannah","India","Asia","Tropical"
"l_1004",1004,25.28496676,-80.89190071,4,"Tropical Savannah","United States of America","North America","Tropical"
"l_1005",1005,44.47234925,-103.624192,1094,"Cold - Without dry season - Hot summer","United States of America","North America","Continental"
"l_1006",1006,36.87693158,43.00088112,736,"Temperate - Dry summer - Hot summer","Iraq","Asia","Temperate"
"l_1007",1007,12.81132138,80.24367184,4,"Tropical Savannah","India","Asia","Tropical"
"l_1008",1008,42.60884563,-121.812571,1397,"Cold - Dry summer - Warm summer","United States of America","North America","Continental"
"l_1009",1009,-26.98330684,152.3991235,161,"Temperate - Without dry season - Hot summer","Australia","Oceania","Temperate"
"l_1010",1010,34.73878822,-87.28348989,175,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1011",1011,40.79889508,-77.86012303,338,"Cold - Without dry season - Hot summer","United States of America","North America","Continental"
"l_1012",1012,4.5475,115.157222,143,"Tropical Rainforest","Brunei","Asia","Tropical"
"l_1013",1013,59.428525,-126.088422,626,"Cold - Without dry season - Cold summer","Canada","North America","Continental"
"l_1014",1014,51.376278,-121.263047,1083,"Cold - Without dry season - Warm summer","Canada","North America","Continental"
"l_1015",1015,59.403883,-133.575336,783,"Cold - Dry summer - Cold summer","Canada","North America","Continental"
"l_1016",1016,36.53972111,43.23947802,319,"Temperate - Dry summer - Hot summer","Iraq","Asia","Temperate"
"l_1017",1017,31.00132659,-102.9240626,858,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1018",1018,10.42456587,-64.19665914,9,"Tropical Savannah","Venezuela","South America","Tropical"
"l_1019",1019,36.42653934,-116.2907881,772,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1020",1020,35.68246862,-116.4237057,62,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1021",1021,36.40188249,-116.2788408,711,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1022",1022,36.37505815,-116.2743971,711,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1023",1023,36.40210422,-116.2734581,711,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1024",1024,35.68344006,-116.4234675,62,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1025",1025,36.4330849,-116.30926,723,"Arid Desert - Hot","United States of America","North America","Arid"
"l_1026",1026,47.10109551,-93.45160492,390,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1027",1027,29.70873851,-98.12484939,205,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1028",1028,29.87865129,-97.93344579,201,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1029",1029,30.4487,-91.1172,20,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1030",1030,29.1422155,-83.03571292,6,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1031",1031,28.67694768,-80.77181636,2,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1032",1032,-22.19185243,-47.88822126,729,"Tropical Savannah","Brazil","South America","Tropical"
"l_1033",1033,-40.67898,-66.16718,211,"Arid Desert - Cold","Argentina","South America","Arid"
"l_1034",1034,26.85956867,-102.1370099,803,"Arid Desert - Hot","Mexico","North America","Arid"
"l_1035",1035,29.96429865,-92.87873132,2,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1036",1036,30.37453786,-91.65336829,13,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1037",1037,28.583333,77.2,231,"Arid Steppe - Hot","India","Asia","Arid"
"l_1038",1038,-26.8847123,152.7069313,249,"Temperate - Without dry season - Hot summer","Australia","Oceania","Temperate"
"l_1039",1039,56.108389,10.203369,71,"Temperate - Without dry season - Warm summer","Denmark","Europe","Temperate"
"l_1040",1040,18.44933691,-71.51971865,-38,"Arid Steppe - Hot","Dominican Republic","North America","Arid"
"l_1041",1041,47.66301821,9.192980729,430,"Temperate - Without dry season - Warm summer","Germany","Europe","Temperate"
"l_1042",1042,40.18527885,-81.87950841,245,"Cold - Without dry season - Hot summer","United States of America","North America","Continental"
"l_1043",1043,32.60993008,-82.89869487,68,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1044",1044,39.12929429,-96.43997418,319,"Cold - Without dry season - Hot summer","United States of America","North America","Continental"
"l_1045",1045,42.04143765,-111.3349831,1805,"Arid Steppe - Cold","United States of America","North America","Arid"
"l_1046",1046,38.48731047,-112.0724674,2979,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1047",1047,40.256667,-105.716667,3242,"Cold - Without dry season - Cold summer","United States of America","North America","Continental"
"l_1048",1048,39.623333,-108.008333,2476,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1049",1049,39.611667,-108.575,2416,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1050",1050,35.92689968,-106.7042312,2594,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1051",1051,37.68448578,-106.8556133,2984,"Cold - Without dry season - Cold summer","United States of America","North America","Continental"
"l_1052",1052,37.49032,-120.79957,36,"Arid Steppe - Cold","United States of America","North America","Arid"
"l_1053",1053,41.9754309,-83.25605375,176,"Cold - Without dry season - Hot summer","United States of America","North America","Continental"
"l_1054",1054,-28.560583,153.117417,242,"Temperate - Without dry season - Hot summer","Australia","Oceania","Temperate"
"l_1055",1055,6.34167,-73.30694,1162,"Tropical Rainforest","Colombia","South America","Tropical"
"l_1056",1056,22.31652006,-97.92136609,3,"Tropical Savannah","Mexico","North America","Tropical"
"l_1057",1057,17.57341014,-92.94786095,67,"Tropical Rainforest","Mexico","North America","Tropical"
"l_1058",1058,17.4447434,-92.76547603,127,"Tropical Rainforest","Mexico","North America","Tropical"
"l_1059",1059,22.12738865,-98.17312769,17,"Tropical Savannah","Mexico","North America","Tropical"
"l_1060",1060,23,114.114,11,"Temperate - Dry winter - Hot summer","China","Asia","Temperate"
"l_1061",1061,22.24652,114.18795,113,"Temperate - Dry winter - Hot summer","China","Asia","Temperate"
"l_1062",1062,40.5663142,-106.8872043,2142,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1063",1063,-33.503815,19.486673,738,"Temperate - Dry summer - Hot summer","South Africa","Africa","Temperate"
"l_1064",1064,-33.955372,19.073266,397,"Temperate - Dry summer - Warm summer","South Africa","Africa","Temperate"
"l_1065",1065,-32.434625,19.180826,1028,"Temperate - Dry summer - Warm summer","South Africa","Africa","Temperate"
"l_1066",1066,-32.37568,19.065614,977,"Temperate - Dry summer - Hot summer","South Africa","Africa","Temperate"
"l_1067",1067,10.05667319,77.59129971,269,"Tropical Savannah","India","Asia","Tropical"
"l_1068",1068,40.24,122.45,271,"Cold - Dry winter - Hot summer","China","Asia","Continental"
"l_1069",1069,30.23,120.09,133,"Temperate - Without dry season - Hot summer","China","Asia","Temperate"
"l_1070",1070,45.47737255,-78.51544484,476,"Cold - Without dry season - Warm summer","Canada","North America","Continental"
"l_1071",1071,45.63727,-78.3625567,440,"Cold - Without dry season - Warm summer","Canada","North America","Continental"
"l_1072",1072,45.77248861,-81.99120053,224,"Cold - Without dry season - Warm summer","Canada","North America","Continental"
"l_1073",1073,48.45324274,-90.73331605,490,"Cold - Without dry season - Warm summer","Canada","North America","Continental"
"l_1074",1074,-33.504439,19.48791,738,"Temperate - Dry summer - Hot summer","South Africa","Africa","Temperate"
"l_1075",1075,47.48826914,-101.4136262,545,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1076",1076,47.48833442,-101.4136477,545,"Cold - Without dry season - Warm summer","United States of America","North America","Continental"
"l_1077",1077,42.87524167,-97.47684155,418,"Cold - Without dry season - Hot summer","United States of America","North America","Continental"
"l_1078",1078,42.8908468,-100.5320213,779,"Cold - Dry winter - Hot summer","United States of America","North America","Continental"
"l_1079",1079,30.31174101,112.2569468,33,"Temperate - Without dry season - Hot summer","China","Asia","Temperate"
"l_1080",1080,40.84052095,-92.87827544,280,"Cold - Without dry season - Hot summer","United States of America","North America","Continental"
"l_1081",1081,34.36634075,-89.52061751,139,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1082",1082,38.90222813,-77.04669266,28,"Temperate - Without dry season - Hot summer","United States of America","North America","Temperate"
"l_1083",1083,-24.98204909,29.39516503,900,"Arid Steppe - Hot","South Africa","Africa","Arid"
"l_1084",1084,-33.062256,115.892458,46,"Temperate - Dry summer - Hot summer","Australia","Oceania","Temperate"
"l_1085",1085,20.886549,-98.208127,417,"Tropical Savannah","Mexico","North America","Tropical"
